Id,Category,Name,Description,ReleaseDate
86,History,Rosanna,Commemoro ulciscor canis caritas abundans adinventitias conatus vacuus vestigium. Comedo earum voro sumptus talis vapulus. Tubineus beatae cresco. Deporto accusamus succedo caelum infit suffragium umquam verumtamen. Odit terreo ipsam aduro coepi vacuus.,Mon Jan 05 1925 10:47:44 GMT-0500 (Eastern Standard Time)
87,Drama,We Belong Together,Depopulo capio ventito voveo stipes crebro agnitio decumbo ea cursim. Velut appello absens cruciamentum stultus. Vulgus adfero cupio ascisco antepono aptus deinde. Arguo decor sunt versus crur veritas tergeo ascisco. Contabesco valeo agnitio ascisco assumenda astrum aperte conqueror.,Thu Nov 24 1938 14:22:24 GMT-0500 (Eastern Standard Time)
88,War,All You Need is Love,Cognomen bardus altus vinculum toties carcer acies curo tum. Animadverto perferendis degero sperno quam correptius vado paulatim. Deripio venio clam demitto saepe acidus. Dedico curatio blanditiis non. Voluptates vae dolores adaugeo taedium tersus deinde admoveo una.,Thu Feb 09 1967 01:17:31 GMT-0500 (Eastern Standard Time)
89,TV Movie,Jive Talkin',Qui voluptatem defessus utor sui coruscus minus. Casso agnosco taceo maxime calculus cibo. Aufero quidem beatae sumptus totus. Adicio deripio ad quidem valens dens numquam aurum. Accedo tolero alter fuga velit.,Sat Jul 03 2004 00:55:03 GMT-0400 (Eastern Daylight Time)
90,Science Fiction,You Really Got Me,Artificiose tendo trado. Suscipit stips surgo casus cumque absconditus. Vindico tabula delibero ver veritas odio. Voluptas unus decipio admiratio uxor calco astrum tamquam velum cinis. Vulgivagus trepide apostolus acies acervus doloremque ventosus administratio.,Fri Aug 12 1938 07:03:21 GMT-0400 (Eastern Daylight Time)
91,Foreign,People,Amitto similique tero apud accendo vergo debilito spiculum. Derideo cavus suasoria. Coaegresco damno voluptatem laborum valeo derelinquo caterva eum desidero. Terra cubicularis aurum textilis. Xiphias quasi torqueo ultio.,Thu Jan 07 2010 01:53:46 GMT-0500 (Eastern Standard Time)
92,TV Movie,Again,Ancilla nemo quibusdam eaque spiculum solium adinventitias harum colligo contabesco. Aegre crur architecto universe sordeo volup benevolentia ceno. Temporibus carmen explicabo harum conscendo exercitationem umbra creator adimpleo tonsor. Conor ea adiuvo arx doloremque cohaero alii vulgaris. Timidus canis appositus.,Tue May 07 1935 15:25:49 GMT-0400 (Eastern Daylight Time)
93,Animation,My Heart Will Go On,Atavus tum cultellus administratio vilis cupiditate torrens ventito cognatus unus. Celebrer creptio desipio. Cras accusator tolero. Ultra taceo adsidue crepusculum velociter. Sophismata bestia ait vorago degenero omnis.,Sat Dec 31 1977 06:53:33 GMT-0500 (Eastern Standard Time)
94,Foreign,Johnny B Goode,Mollitia appono tunc depopulo quis solitudo arcesso adaugeo tyrannus. Certus tepesco commodo adnuo. Suscipit velit laboriosam texo est confugo cito. Textus vae amor aperiam. Blandior comis pel sto.,Mon Dec 15 2014 00:52:31 GMT-0500 (Eastern Standard Time)
95,Comedy,Venus,Denego strues aestivus socius stipes tolero ars deleniti tabernus cavus. Anser vilicus ustilo. Paens vinculum conventus. Suscipit delicate vomica. Audax nesciunt campana.,Thu Jul 16 2009 17:16:45 GMT-0400 (Eastern Daylight Time)
96,Drama,You Don't Have to Be a Star (To Be in My Show),Vilis trado avarus. Sodalitas sufficio video deripio caute acsi crapula. Bos pecco infit aetas dedico acceptus. Tum neque vulgivagus acceptus alius utilis aliqua terror solus defungo. Volo recusandae delinquo.,Fri Nov 27 1931 01:24:25 GMT-0500 (Eastern Standard Time)
97,Animation,Airplanes,Ipsam vergo conatus vicinus collum sperno conculco vis demergo. Cresco sit arguo velut ventus curto sono sequi. Approbo crustulum conduco toties. Pariatur censura sodalitas culpo degero desparatus calculus. Suspendo cedo conduco copia curvo demitto addo.,Thu Sep 18 2014 23:51:50 GMT-0400 (Eastern Daylight Time)
98,Western,Don't Let the Stars Get in Your Eyes,Absorbeo conculco caritas tepesco curis cerno theatrum. Tener armarium peccatus arguo tutis adiuvo blanditiis. Velut cupio argentum autus denique amet autus adstringo provident aut. Soleo patrocinor talio patria maiores aut vorax. Studio astrum vos vicissitudo defluo sono correptius delicate aut.,Sat Oct 23 1993 17:49:31 GMT-0400 (Eastern Daylight Time)
99,Animation,Revolution,Sit nostrum vesco adeo vix mollitia teres altus placeat vulpes. Avaritia vulariter contabesco abutor averto apto condico unde cibus. Victus tres deinde vigor patria. Conservo conatus tantillus adeptio cotidie cornu conor. Allatus combibo termes congregatio villa defungo adflicto amoveo aedificium.,Sun Sep 28 1941 16:28:17 GMT-0400 (Eastern Daylight Time)
100,Western,Abracadabra,Audeo torrens turbo ubi adnuo arx est adflicto surgo succurro. Architecto ciminatio virtus caterva voluptate doloribus ante subiungo. Est quo corona certe sunt volaticus. Vacuus cetera ater sordeo abbas sulum conculco peccatus cattus. Verbera vaco id suppono.,Thu Aug 18 1966 07:16:51 GMT-0400 (Eastern Daylight Time)
101,TV Movie,Gonna Make You Sweat (Everybody Dance Now),Sortitus auctor cogito tendo armarium suffoco calamitas alter abbas. Perferendis beatae adamo. Abundans corrupti corrigo suus laborum depraedor at. Conturbo admoveo stillicidium. Tamisium comitatus confugo.,Sat Sep 14 1968 00:18:56 GMT-0400 (Eastern Daylight Time)
102,TV Movie,Ghostbusters,Valeo absconditus adaugeo turba articulus vestigium. Aurum amplitudo audio amiculum ager. Crux vir hic deripio arx amo statua valetudo. Victus commodi sodalitas currus solvo copiose sunt cursus error solium. Solum capio illum laborum tandem vehemens benigne.,Wed Oct 08 1986 11:39:04 GMT-0400 (Eastern Daylight Time)
103,Cult,Frenesi,Creta abundans derelinquo officiis usitas tabernus truculenter ex. Concido capio tam fugiat decor cupressus concedo adaugeo arx. Pauci quos quas vorax condico templum cito certus aggero. Adflicto antea dolores sint amor campana bis exercitationem. Asper despecto stella valetudo.,Wed May 12 2021 06:12:23 GMT-0400 (Eastern Daylight Time)
104,History,Another Night,Stipes pauci ventosus doloribus adinventitias theca commemoro carus. Adimpleo aeternus acquiro averto. Adhuc neque solitudo ut ipsum depereo defleo stipes volubilis. Totidem tendo arma vos summisse audeo suggero. Admitto comptus cohibeo vere appositus aiunt avarus.,Wed Sep 24 1997 11:23:54 GMT-0400 (Eastern Daylight Time)
105,Music,Give Me Everything,Avarus concido curia laudantium sit aggero fugiat consequuntur ventito. Condico aestus architecto subiungo causa. Timidus admoneo appositus tremo. Necessitatibus clementia ver terror truculenter damnatio. Quod celer cotidie in audax.,Wed May 05 1965 06:54:48 GMT-0400 (Eastern Daylight Time)
106,Animation,Wedding Bell Blues,Baiulus tepidus tolero. Defendo sumo tergeo. Doloremque defero tondeo pauper desolo tabella utrum alius bibo thymum. Delicate fugit curriculum itaque. Stipes ab curso tam patrocinor.,Sat Nov 09 1974 07:25:00 GMT-0500 (Eastern Standard Time)
107,Documentary,Can You Feel the Love Tonight,Itaque surculus angustus copiose sub spes vinculum. Acervus valens deludo cognatus vallum temperantia aliqua alter ipsa tamdiu. Utpote arguo arx quibusdam at odio aeternus dens. Terra cogo subito spero. Temporibus terra argentum delinquo sollers absens.,Thu Aug 23 2012 23:08:53 GMT-0400 (Eastern Daylight Time)
108,History,How Much is That Doggy in the Window?,Nisi adduco ascit. Tricesimus celebrer spero turba celo inflammatio amitto umquam socius. Voveo caute repellat stultus defaeco virgo. Contabesco aequus caste colo delibero. Stella curiositas decor crinis tubineus adflicto.,Tue Apr 29 2008 06:28:50 GMT-0400 (Eastern Daylight Time)
109,Cult,Le Freak,Reiciendis error approbo venio admoneo. Velit comburo porro stultus absconditus cenaculum claustrum. Infit vigor acquiro decretum. Denego officiis sodalitas spectaculum concedo. Arguo curatio ver.,Sat Sep 22 1956 01:11:32 GMT-0400 (Eastern Daylight Time)
110,Crime,On Bended Knee,Thymbra aspicio defluo adipiscor qui. Colligo ver umerus cras sursum eius tamdiu. Apostolus dapifer quam celer audax tollo angustus vivo. Caste velociter cuius beatus demonstro. Contabesco aranea vulgus bellicus consuasor cumque praesentium centum cognatus.,Fri Jul 06 1973 10:18:41 GMT-0400 (Eastern Daylight Time)
111,Mystery,In the Mood,Adeo convoco solus cognatus. Cibo teneo tibi uredo careo. Cilicium coadunatio carus amplus cado copiose sublime sapiente vinco. Adnuo talus dens bardus substantia suadeo aer adficio modi. Casso alo crur ascisco acies.,Mon Apr 28 1975 18:36:28 GMT-0400 (Eastern Daylight Time)
112,Independent,These Boots Are Made For Walking,Conatus odio argentum rerum architecto audacia annus. Vilis creber ambulo illo admoveo. Defendo vulticulus agnosco adfero corona corpus. Cultura avarus veniam concido supplanto cinis autem. Canonicus ullus animadverto blandior pecto tergo suscipio corpus.,Wed Oct 15 1947 12:21:36 GMT-0500 (Eastern Daylight Time)
113,Crime,The Glow-Worm,Ipsam casso conitor. Tabella deserunt vicinus theca veniam curto cohibeo aranea. Stultus tergo suscipit sunt vulnero. Architecto curiositas conduco valens cruentus decor adipiscor utique tricesimus. Repellendus tunc video veritatis collum commodi.,Fri Sep 03 2021 06:44:18 GMT-0400 (Eastern Daylight Time)
114,Crime,TSOP (The Sound of Philadelphia),Cui utrimque argentum occaecati adhaero video defendo sodalitas. Censura viridis ulciscor cavus vulgivagus confido. Clementia fuga voluptatibus quod dolores. Virtus iusto tres admoneo clarus decumbo voveo. Tenus aer peior curtus.,Wed Sep 24 2008 08:37:34 GMT-0400 (Eastern Daylight Time)
115,Fantasy,Endless Love,Volutabrum cultellus curis blandior. Laboriosam pecus alioqui deludo vitiosus arma sapiente theatrum alioqui. Enim crur totam vix ustilo carus. Nesciunt pecus civitas. Consectetur explicabo ipsa toties beneficium antepono amiculum anser comis adulescens.,Sun Aug 07 1988 12:46:42 GMT-0400 (Eastern Daylight Time)
116,Mythology,Candle in the Wind '97,Arcus curis alter textus volva maiores. Cunctatio totam decerno crinis. Solium canis tutis aut. Decens porro similique. Accommodo vigilo amoveo decor conspergo demo casus bellicus blandior conduco.,Wed Jul 30 2008 12:54:49 GMT-0400 (Eastern Daylight Time)
117,Thriller,Oh,Adduco nesciunt summa calcar. Viriliter vobis quia. Cotidie voluntarius templum degero. Veniam decens trans. Aggero acervus conitor ea delego aperio terror dolorum.,Sun Dec 26 1926 03:40:26 GMT-0500 (Eastern Standard Time)
118,Foreign,Eye of the Tiger,Bestia virgo similique solium sodalitas vero contego cattus verbera cupio. Acer quas patrocinor tamisium ustilo quidem tabgo somnus demum bis. Corona thymum animadverto cibo tergum civis tolero. Stillicidium via convoco coniuratio cito derideo. Tribuo sum aliqua amplitudo occaecati brevis.,Thu Nov 28 2013 05:32:17 GMT-0500 (Eastern Standard Time)
119,History,Baby Come Back,Temptatio soleo conduco votum harum angelus. Campana debilito careo cunae culpa. Antea alii provident tersus unus temporibus verbera claustrum capitulus decerno. Demum appello possimus spiritus defero strues sublime. Aeneus amor audacia aperio peccatus ascisco valeo.,Tue Jul 07 1970 09:20:37 GMT-0400 (Eastern Daylight Time)
120,Mythology,Can't Get Enough of Your Love,Urbanus valde color cubo verbera damno facilis stabilis aureus veritas. Congregatio patior defetiscor exercitationem. Utpote villa trucido verbum capio terra creator apparatus. Utique vulgivagus arto clementia. Deserunt conforto auctor animi bellicus.,Fri Apr 17 1931 13:20:17 GMT-0500 (Eastern Daylight Time)
121,Comedy,Groovin',Tergo pariatur cetera adflicto blanditiis cribro alioqui cursus auctus ascit. Conforto uter urbanus velociter. Abutor crur sperno appello nostrum templum. Aedificium traho tumultus crux vilicus amiculum peccatus sortitus creator. Nihil aufero terreo.,Sun Mar 17 2002 03:03:14 GMT-0500 (Eastern Standard Time)
122,Foreign,Livin' La Vida Loca,Abduco demo comitatus. Ater caritas amor uredo somnus congregatio aeternus creo conicio. Viscus abundans amitto vae cur solus aurum provident dolores degenero. Veniam virgo vesper quidem caput conscendo ab universe avarus. Stips utilis angulus curatio.,Tue Jul 28 1964 17:57:05 GMT-0400 (Eastern Daylight Time)
123,Independent,I'm a Believer,Eveniet theologus adamo officiis suus tametsi. Via deripio corporis spes urbanus. Patria sodalitas accendo labore temporibus dolores acervus tener. Depraedor spes adficio doloribus votum coadunatio. Anser quam praesentium vespillo repudiandae tergeo.,Sat Dec 14 2019 09:53:14 GMT-0500 (Eastern Standard Time)
124,Music,(It's No) Sin,Timidus cicuta paens currus pel. Harum conitor condico deprimo surculus umbra officiis. Trado volaticus terminatio soluta amo stillicidium suppellex tantillus. Deprecator vulgus artificiose. Civis convoco vulpes.,Mon Jan 12 1998 06:34:49 GMT-0500 (Eastern Standard Time)
125,Action,Memories Are Made of This,Viridis amitto thorax. Canis statua vero aestivus thalassinus callide crur creo thema. Debeo suffoco barba spero uredo arca utrum tutamen. Unde eum spiritus concedo. Cunae defetiscor constans debeo error.,Tue May 07 1968 06:55:34 GMT-0400 (Eastern Daylight Time)
126,Mythology,Some Enchanted Evening,Veniam vociferor supra temptatio ad. Civitas umerus cimentarius tonsor arceo abeo callide turbo auditor. Degero despecto possimus adfectus creptio inventore. Creo nostrum cuius astrum cum cupio arbitro consectetur terga defleo. Cornu baiulus tyrannus curia conscendo cuppedia comparo spiritus claudeo.,Fri Nov 05 1993 09:54:56 GMT-0500 (Eastern Standard Time)
127,Biography,The Sweet Escape,Vindico adsum approbo demulceo adversus sol cena tutamen vigor. Aeternus volva quisquam. Stips saepe paens tumultus combibo. Ducimus colo quaerat. Barba tantum explicabo subiungo.,Tue Oct 10 1961 18:38:09 GMT-0400 (Eastern Daylight Time)
128,Animation,Say Say Say,Combibo thymum tremo tantum desidero doloremque vapulus. Claustrum calamitas deporto calculus vomer venia volubilis utrum. Dedecor virga canis crebro occaecati titulus admoneo. Armarium adulatio tergeo vulgivagus adfero ars depopulo delectatio urbanus. Tabernus quia surculus.,Mon Jan 19 2004 12:23:27 GMT-0500 (Eastern Standard Time)
129,Documentary,Just the Way You Are,Video abduco usitas cupressus tunc alienus verbum adaugeo enim stabilis. Undique stella clamo utrimque. Totus tempus decerno conturbo eum angulus tres valeo dapifer. Explicabo stella crebro. Talis inventore capitulus cultellus amet compello depereo voro.,Wed Dec 30 1981 09:16:58 GMT-0500 (Eastern Standard Time)
130,Horror,Tom Dooley,Tempore usitas suscipit sequi capto. Tolero aliquid admoneo valeo deduco derelinquo canonicus. Dicta demulceo vinco coniecto ait. Agnitio acidus venia sono apparatus alo confugo. Tyrannus ager cibo censura pel patrocinor.,Sun Feb 08 2009 09:15:13 GMT-0500 (Eastern Standard Time)
131,History,Drops of Jupiter (Tell Me),Depopulo taceo appello totam quisquam sono corporis magni tam modi. Alioqui voluptates spargo vicinus delinquo derideo maxime. Dolores vereor aperio cena mollitia talio decor adulescens verto torqueo. Unus templum trado vacuus solutio verus. Abscido degusto caries cupiditate.,Thu Aug 29 1929 01:24:17 GMT-0400 (Eastern Daylight Time)
132,Independent,My Heart Will Go On,Vulpes audeo quae abeo voveo inflammatio aegrotatio defleo. Desino illum cauda coadunatio cupio solum velit tutis vir cum. Vaco consectetur conventus aetas ambulo sum voluptatibus possimus. Suppellex usque dignissimos architecto volo. Defluo ambitus deorsum dolores vulariter alii terra.,Sat Dec 10 1932 16:01:16 GMT-0500 (Eastern Standard Time)
133,Fantasy,I'll Be There,Cognomen cerno candidus statim. Alius desparatus adficio sapiente tollo delicate auditor aeneus. Tempore denuo labore tamquam abundans cupressus creber demulceo adulescens. Dolorem undique paulatim vehemens uberrime solus culpo. Tribuo curia quo blanditiis.,Mon Jun 21 1993 18:11:34 GMT-0400 (Eastern Daylight Time)
134,Horror,Let's Groove,Debeo confero iusto. Termes absconditus vomer adstringo. Ars aiunt demens tutis utrum aiunt. Coma absens summisse claustrum odio quis possimus suus. Utrum quibusdam cauda aliquam audeo admiratio voluptate.,Wed Jan 31 1934 15:31:21 GMT-0500 (Eastern Standard Time)
135,Horror,Honky Tonk,Arcesso super uterque cena dens officiis currus totam pectus animi. Trans consequatur truculenter. Paens depromo quibusdam caterva subiungo comparo. Blandior voluptatum nulla articulus ver. Adulescens pauper tribuo arma suppellex censura voluptatem decumbo aliqua cogito.,Fri Mar 25 1994 00:07:11 GMT-0500 (Eastern Standard Time)
136,Horror,Say It Right,Casus taceo curatio animi cupressus defetiscor. Thymbra nobis varietas spoliatio sonitus vespillo claudeo architecto. Tandem cursus communis uter caecus somnus tumultus. Nobis cunctatio demens video. Arx a culpo spes sint adsum varius tutamen demo.,Sun May 27 1956 11:00:50 GMT-0400 (Eastern Daylight Time)
