Id,Category,Name,Description,ReleaseDate
85,Mythology,Stagger Lee,Substantia verumtamen terror conscendo vitium cilicium comprehendo atrocitas. Caries impedit vociferor nam magni cuppedia apostolus asporto assentator aestas. Aliquid incidunt tubineus centum celo bis qui convoco sui creo. Capio temptatio ulciscor peior clam caute reiciendis beneficium angulus. Aro nulla complectus allatus rerum.,Sat Aug 20 1966 21:32:32 GMT-0400 (Eastern Daylight Time)
86,Classic,Don't Be Cruel,Infit aeneus theologus. Culpa sursum arcesso advenio earum tamquam ciminatio explicabo tabula. Facere sublime demulceo demens curiositas quis cras solutio. Adflicto utor caecus tristis quasi. Attero aegrus delibero arguo carpo.,Mon Nov 01 1943 23:29:50 GMT-0400 (Eastern Daylight Time)
87,Horror,Go Your Own Way,Dolorem advoco comis. Averto clam conitor cupiditas creo cruciamentum possimus sperno careo. Capitulus audacia fugit dolorum. Condico creo clamo ad. Confugo vigilo cohaero viridis aliquam amissio sapiente constans.,Sat Dec 12 2020 09:11:06 GMT-0500 (Eastern Standard Time)
88,Thriller,Play That Funky Music,Vitiosus suspendo deleniti vespillo carcer incidunt. Deserunt vestigium suscipit vis. Officia calcar voluptatibus culpa aliquam conturbo. Auctus textus chirographum venio soluta. Ipsam confido umquam adsum subito.,Sun Sep 16 1934 14:10:16 GMT-0400 (Eastern Daylight Time)
89,Action,Dreams,Vigilo vindico damno considero. Statua ater umquam arceo defungo voluptates stella. Sperno varius sortitus theca arcus minus audeo. Adimpleo deprimo civis sollers. Neque torrens vado crebro totus paulatim.,Mon Dec 05 1960 01:51:57 GMT-0500 (Eastern Standard Time)
90,History,We Are Young,Adsuesco comedo sumo synagoga tabella nihil claustrum. Civis vae sollers altus templum paulatim doloribus carcer. Tactus amitto adsum universe. Illum tardus maiores. Delicate armarium defluo arca.,Tue Sep 03 1991 08:37:27 GMT-0400 (Eastern Daylight Time)
91,Foreign,Feel Good Inc,Valens uredo incidunt. Attonbitus consectetur victoria ullam amet. Trepide tener pauper. Tam suscipit tempus veritatis supellex tonsor sonitus triduana volaticus strues. Paulatim vinum cauda coruscus cilicium cumque sublime.,Sun Jul 04 1965 23:21:49 GMT-0400 (Eastern Daylight Time)
92,Biography,Me & Mrs Jones,Delinquo vinitor distinctio nemo. Capitulus cilicium placeat adulatio valde socius ad desolo asper. Verbum denego textilis condico consectetur comptus caput coadunatio doloribus. Tener tergeo turpis uredo theologus vindico sapiente. Delinquo aeger ipsum arca patrocinor aperte.,Sat Dec 09 1944 21:32:02 GMT-0400 (Eastern Standard Time)
93,Western,Eight Days a Week,Audeo aequus fugiat tametsi. Aliquid adhaero subseco ipsa delinquo. Cresco audio clam trepide ab vulgo currus tantum utrimque vir. Quam dedecor dolorem statim umquam audentia. Crastinus color adulatio cum animi.,Sun May 15 2022 21:21:46 GMT-0400 (Eastern Daylight Time)
94,Family,The Hustle,Peior cupiditas supra pectus auctor uxor sed. Adicio desparatus verbum. Comis quos repellat viscus clamo ustilo cotidie degero praesentium certus. Adficio patior aptus praesentium trado curiositas. Stultus creo absque consequuntur.,Sat Dec 11 1999 10:24:39 GMT-0500 (Eastern Standard Time)
95,Foreign,Paper Doll,Conitor conicio debeo. Quo averto possimus adipiscor aliqua templum. Solum caries doloribus amaritudo carcer sapiente territo. Tergiversatio cometes veritatis. Casso curvo temporibus aeger confido adiuvo sodalitas caecus ustilo.,Mon Feb 09 1981 00:04:01 GMT-0500 (Eastern Standard Time)
96,War,We Will Rock You,Curo uberrime aliquid termes accusator eius. Cariosus corporis termes autem. Utrum tempora vespillo labore traho. Ubi cognomen nisi earum ventito quisquam terminatio atrox ascisco conspergo. Angelus aveho doloribus utilis clarus.,Mon Nov 24 2014 00:39:56 GMT-0500 (Eastern Standard Time)
97,Thriller,Mony Mony,Cinis volo torrens soluta cruentus autus vomer reiciendis fuga dignissimos. Cetera caput speculum vetus venio vado adstringo. Certus temptatio virtus auxilium apparatus videlicet aggredior quisquam vorax tabella. Suspendo solio tutamen summopere spiritus similique defleo. Aiunt tergum capio explicabo.,Thu Aug 31 2000 21:53:25 GMT-0400 (Eastern Daylight Time)
98,Classic,She Drives Me Crazy,Aedificium delectus arca quis. Aranea voro absconditus tabella creber id. Adnuo sint acervus vacuus deorsum mollitia vilitas cui. Attonbitus testimonium tergum socius peccatus. Veniam totidem tristis veritatis degusto.,Fri Apr 02 2004 18:15:08 GMT-0500 (Eastern Standard Time)
99,Adventure,I Swear,Cado atrocitas bardus conventus vestigium ullus audentia optio laudantium virgo. Damno tunc vitae vicissitudo vado aequus magnam asperiores vindico uter. Abscido tredecim curriculum cohibeo absorbeo ter acervus creo. Tollo accendo expedita coerceo. Color tonsor officia verto sordeo minus autem soleo.,Mon Jun 23 1947 22:09:21 GMT-0400 (Eastern Daylight Time)
100,Cult,The Glow-Worm,Vos sumptus confido complectus. Antea vinculum amor quae clibanus minima. Benigne thermae stillicidium adsuesco tempora alias sortitus. Fugiat demitto necessitatibus decor eaque auctus confero. Blandior tui derideo ustulo ultio clarus aegre coaegresco tempore cena.,Fri Mar 20 1936 08:44:21 GMT-0500 (Eastern Daylight Time)
101,Mystery,In the End,Vilis quos aestas acervus articulus crustulum victus odit solium. Surculus deinde necessitatibus. Cohors adfero urbanus cohors utique adsidue causa. Iusto vapulus cenaculum viriliter recusandae tondeo labore adversus deficio eos. Theologus conicio tabernus cupiditas aegrus vulnus reprehenderit ultio.,Sat Feb 21 1953 23:59:23 GMT-0500 (Eastern Standard Time)
102,Romance,I Feel Fine,Cariosus condico casus vespillo aestivus cuppedia distinctio vulgo. Caelum quam pecco. Depono vilitas claro cado voco curatio amitto inventore aegrus. Acies tenetur sono ultra acidus creta tamisium canis volaticus beneficium. Cicuta vulticulus pectus vacuus.,Tue Feb 23 1988 18:07:26 GMT-0500 (Eastern Standard Time)
103,Independent,Little Things Mean a Lot,Coruscus bos et abutor universe crux creptio coniecto ago derideo. Cubicularis deporto aestus maiores calco censura pel vitium. Versus dolore subnecto. Utor tenus pariatur urbs summisse statua curto. Aeternus undique exercitationem.,Sat Dec 23 1961 09:22:10 GMT-0500 (Eastern Standard Time)
104,Mystery,Ben,Carmen abutor ultio vespillo labore nesciunt aliquid. Vis tolero creator. Corrumpo decor turba vehemens subiungo aureus. Teres callide video abbas. Provident ustulo defleo.,Mon Feb 03 1969 15:08:15 GMT-0500 (Eastern Standard Time)
105,Horror,Papa Don't Preach,Colo vulnero centum tempus valetudo. Stabilis cicuta trans rem vado custodia vulgus tibi. Rem coniuratio distinctio suasoria clementia centum truculenter. Cado contabesco commodo ustulo depereo. Tener libero spectaculum vivo adhaero arcus.,Wed Feb 09 2005 01:47:00 GMT-0500 (Eastern Standard Time)
106,Thriller,Brother,Pauper arcus crapula deporto. Barba averto tego aliquid vitae tamdiu. Stillicidium ullam carmen viridis. Turba cursus crebro viridis spectaculum auditor abduco aptus. Ademptio tibi concedo curvo ciminatio somniculosus.,Thu Dec 20 1934 10:26:04 GMT-0500 (Eastern Standard Time)
107,History,Funkytown,Universe amaritudo turba curo laudantium damno uxor sui. Quis talio desparatus baiulus. Adiuvo tres dolorem. Vomer carus trucido apud suadeo velum deripio. Aggredior adversus teneo voluptatibus stipes brevis defessus comptus.,Thu Apr 01 1937 19:49:26 GMT-0500 (Eastern Daylight Time)
108,Mythology,Ain't Misbehavin',Casso utrimque aveho sumo fugit quisquam. Adipiscor currus thesaurus. Templum vaco amo. Stella careo deprimo depereo auditor advenio voluptate. Accusamus annus bestia tego.,Wed Sep 28 2005 19:49:31 GMT-0400 (Eastern Daylight Time)
109,Mystery,Right Back Where We Started From,Aegre aedificium umerus cauda catena cinis asporto. Stipes ter sortitus bellum coaegresco. Ante tui sodalitas stipes. Cervus vallum amo expedita. Quibusdam ubi solus suppellex adduco denique careo valeo.,Fri Aug 01 1947 13:19:36 GMT-0400 (Eastern Daylight Time)
110,Western,Smooth,Somnus eligendi urbs corporis creta. Spiculum sonitus voluptatum delego stabilis fuga cohibeo demum. Appello ara cena taedium sponte dens absens coerceo. Depereo solio aequus expedita ter triduana aequitas venustas vociferor. Quaerat textus soluta cupressus terminatio nisi tamen.,Sat Mar 23 1946 10:31:55 GMT-0500 (Eastern Daylight Time)
111,Cult,You Were Meant for Me,Cupiditas spero subito umbra uterque valetudo comburo. Thymum aegrus ago laboriosam sursum. Super summa magnam. Fugit constans unus vestigium cubo adamo crebro. Succedo volup admoneo sint alioqui versus claustrum thema depraedor.,Fri Apr 29 1927 21:53:35 GMT-0500 (Eastern Daylight Time)
112,Animation,Cracklin' Rosie,Tum claudeo aptus arbor deprecator. Culpa solutio decimus quasi. Conatus quis cognatus angulus ultra. Deludo suggero tepesco adinventitias aduro ciminatio consequuntur. Certe tristis antiquus recusandae.,Sat Apr 20 1935 10:02:18 GMT-0500 (Eastern Daylight Time)
113,Classic,Sweet Georgia Brown,Depopulo debeo amita. Cenaculum depereo ipsam tempus nulla abduco depopulo concido. Ultio cometes vox. Texo demonstro succedo timidus corrumpo carmen aureus. Annus claro casus demulceo contigo utique validus.,Thu Jul 25 1929 02:43:45 GMT-0400 (Eastern Daylight Time)
114,Action,Call Me Maybe,Termes ulciscor mollitia pauci. Quibusdam volaticus adamo solum desolo voluptate sursum aufero creo. Placeat demonstro cena deleniti demergo spiculum urbs. Cogito attero uredo aequus civitas suffoco alienus. Pax porro patruus vito reiciendis aliqua acervus solus.,Sat Dec 01 1945 08:51:43 GMT-0500 (Eastern Standard Time)
115,Documentary,Time of the Season,Vacuus verus neque deprimo auctor via arx aedificium ancilla adipiscor. Cunctatio degusto curto deserunt arx. Turba decretum cumque solutio adhaero confido. Substantia tabesco abundans clam casus. Atrocitas avaritia theologus sollicito consectetur acquiro aeternus cupiditate textor thesaurus.,Sun Jul 03 2016 21:55:27 GMT-0400 (Eastern Daylight Time)
116,Foreign,Tangerine,Soluta confugo campana. Toties currus vere theatrum vorago cupiditate crastinus. Eligendi amplexus angelus. Depereo laudantium vallum acervus antepono. Amor conservo cognatus tristis.,Tue Oct 05 1926 17:57:02 GMT-0500 (Eastern Daylight Time)
117,War,Leaving,Bibo tredecim suadeo suadeo. Tubineus aliquam tam vix spiculum tribuo quas ancilla. Tolero delectus defluo verto trucido assentator degusto solus. Vindico vesper studio copiose optio cohaero ea contigo. Depopulo auctus tametsi sollers ater talus correptius accommodo admoneo possimus.,Fri Jun 19 2009 20:46:37 GMT-0400 (Eastern Daylight Time)
118,Independent,Something,Casso texo statua confero colligo. Utrum denego ultio. Cui canto adfero articulus. Corrumpo desolo defungo cattus. Calco denego articulus avaritia coepi ocer curia.,Tue Jun 06 2023 03:47:21 GMT-0400 (Eastern Daylight Time)
119,Classic,Knock Three Times,Voluptatem cornu ciminatio. Degenero vulgivagus bardus uter. Amplexus caelum statua. Carbo consequatur utpote. Audacia dolorem dedecor voro venustas spectaculum tres apto temperantia tricesimus.,Wed Oct 23 1940 10:32:54 GMT-0400 (Eastern Daylight Time)
120,Western,Viva La Vida,Cornu eveniet aperio. Atque venustas velit temporibus comis esse cibo. Decimus adinventitias inventore turpis magnam ventus. Perspiciatis allatus praesentium tergum aureus thymbra coruscus avaritia tristis vesper. Curatio dolor vigor expedita ut.,Thu Jan 08 1998 04:54:32 GMT-0500 (Eastern Standard Time)
121,Mythology,(Everything I Do) I Do it For You,Adimpleo avarus dolor defessus. Catena tersus cresco quidem textilis. Titulus stabilis auctor amitto copiose praesentium. Taceo sed crebro tandem officia nihil ullam. Cena porro complectus.,Fri Jun 28 1957 06:13:39 GMT-0400 (Eastern Daylight Time)
122,Crime,So Much in Love,Acer non exercitationem coniecto crebro stabilis solum terreo solium. Stabilis infit deserunt quos. Ipsa id angulus peccatus currus laborum. Bardus usitas dedico esse sequi abbas. Admitto id dicta terebro turbo ullus.,Tue Nov 22 1960 03:31:58 GMT-0500 (Eastern Standard Time)
123,Family,Bitter Sweet Symphony,Constans campana cito impedit suppellex adfero advenio canto sol corrigo. Tenetur quia terra suus brevis caput crudelis asper abutor cuius. Benevolentia alo vulgus adeo curso iusto odio aequus. Cunae decumbo accendo ascit audentia cuppedia temperantia esse. Spero peccatus triumphus atque peior colligo.,Wed May 14 1958 18:55:23 GMT-0400 (Eastern Daylight Time)
124,History,Green River,Quibusdam tunc est rem. Tardus caelestis clam terga totidem. Canto aliqua color tametsi crudelis bis debeo acquiro. Amplitudo aegre aufero. Creo videlicet infit amita vitae decretum solvo.,Wed Jul 17 1963 12:41:31 GMT-0400 (Eastern Daylight Time)
125,Classic,I Don't Want to Miss a Thing,Damno totus culpo decens delectatio damnatio cruciamentum stips soleo comedo. Votum caritas vis tenus. Cribro dolor calculus volaticus candidus. Abstergo creta vulnus suggero cras cursim assumenda. Cilicium communis harum vetus confido arcus.,Sat Jan 09 2021 15:01:32 GMT-0500 (Eastern Standard Time)
126,Independent,Don't Let the Stars Get in Your Eyes,Cetera libero suscipio balbus dicta tripudio. Verumtamen varietas bene tenetur contego tendo apud umquam caveo adeo. Vulticulus quia taceo quam trado ustulo corrupti suadeo victoria. Verecundia culpa ulterius carbo stillicidium verto. Trucido auctus carpo ait creptio decipio paens.,Fri Jun 23 1972 14:08:47 GMT-0400 (Eastern Daylight Time)
127,Animation,You make Me Wanna,Vestrum copiose terreo vorax iste verbum deleniti supellex. Concedo compono vetus odio distinctio vulgo in. Quasi ambitus adulescens admitto ara fugiat antea. Talio iste aestus vulnus astrum denique cariosus vacuus. Cauda theologus summopere celebrer clibanus ustilo somniculosus decumbo sollers vos.,Wed Aug 24 1955 06:47:13 GMT-0400 (Eastern Daylight Time)
128,Crime,(They Long to Be) Close to You,Suasoria utroque tantum advoco vociferor commodi territo. Amaritudo in utrimque. Asper sophismata comminor curatio aiunt. Peior traho acceptus custodia tutis cursim. Beatus deputo animus arma uredo campana arbor fugiat aqua.,Mon Nov 29 1982 19:14:46 GMT-0500 (Eastern Standard Time)
129,History,You Ain't Seen Nothin' Yet,Complectus talis amet delicate. Praesentium xiphias veniam occaecati terror cultura creta benigne modi tego. Suffoco amplexus degero tracto caste beatae terreo vacuus substantia. Cauda tandem aliquam aperio. Venustas utroque perferendis cur.,Thu Jun 11 1987 08:46:46 GMT-0400 (Eastern Daylight Time)
130,Action,Roll Over Beethoven,Tardus comminor ago deludo tenuis arca ea arcus. Confido adduco angelus utrimque atrocitas tremo virgo. Arbustum dedecor comis timidus. Aestivus amoveo delectus carbo crudelis ulterius. Substantia tracto amplexus colligo demergo audax candidus.,Tue Apr 12 1994 17:30:24 GMT-0400 (Eastern Daylight Time)
131,Classic,How Will I Know,Bene depereo vulgivagus. Repellendus labore volo cura correptius adipisci nam doloribus cohaero stillicidium. Defessus defendo degusto tertius. Celer solvo ultio vorax titulus. Umquam ultra cattus peccatus deprecator basium censura vindico deleo.,Tue Sep 02 2003 02:19:17 GMT-0400 (Eastern Daylight Time)
132,War,Dreams,Aestus curia caste. Decerno uberrime talio voluntarius trepide qui. Utilis aut theologus vomito ultio canis. Vir thymum culpo. Certe cervus tremo quibusdam solum blandior.,Wed Dec 30 1925 21:15:10 GMT-0500 (Eastern Standard Time)
133,TV Movie,Down Hearted Blues,Adipiscor ipsum vergo suffoco turba volo curriculum mollitia suscipio. Cunctatio timidus distinctio victoria vorago appono vivo. Crapula campana anser consuasor anser magnam. Crepusculum alioqui vito conservo aestus antiquus aegrus. Acer cotidie acerbitas dolore coadunatio attero considero.,Mon Apr 12 2021 17:02:21 GMT-0400 (Eastern Daylight Time)
134,Adventure,Let's Dance,Acceptus vorago capio antea ventus demoror. Amplus desidero vergo abutor vinum nobis aut vulgaris universe depono. Venia modi abbas una degusto natus abstergo. Vallum deporto tersus cetera error iusto vapulus combibo commemoro aspernatur. Audentia claro totidem ipsum caelum conforto.,Wed Dec 13 1933 08:53:44 GMT-0500 (Eastern Standard Time)
135,TV Movie,Pick Up the Pieces,Adfectus succedo asper ancilla cur triduana reprehenderit. Vociferor temptatio abscido adinventitias viridis blanditiis tibi delinquo vulnus adiuvo. Illum angelus tertius canis conitor pauper sol. Absens tredecim animi magni facilis tam nihil adduco aspernatur tricesimus. Tumultus quia caste impedit odio.,Sat Oct 24 1936 01:51:55 GMT-0500 (Eastern Daylight Time)
136,Drama,Careless Whisper,Patrocinor caries somnus curiositas capitulus defluo spiculum aspernatur. Vos urbanus toties aegrus admiratio accusator. Tertius dolorem succedo tubineus labore spiritus. Sopor triduana vociferor alveus et eum pecus venio. Architecto constans tonsor aequus spiculum illo depono.,Thu Nov 30 1961 12:21:36 GMT-0500 (Eastern Standard Time)
